"","Date","hour","WDIR","WSPD","GST"
"667",2022-07-27,20,"150",2,"MM"
"668",2022-07-27,20,"140",2,"MM"
"669",2022-07-27,20,"130",2,"MM"
"670",2022-07-27,20,"120",2,"MM"
"671",2022-07-27,19,"110",2,"MM"
"672",2022-07-27,19,"110",2,"MM"
"673",2022-07-27,19,"120",2,"MM"
"674",2022-07-27,19,"120",2,"MM"
"675",2022-07-27,19,"120",2,"MM"
"676",2022-07-27,19,"120",2,"MM"
"677",2022-07-27,18,"120",2,"MM"
"678",2022-07-27,18,"120",2,"MM"
"679",2022-07-27,18,"110",2,"MM"
"680",2022-07-27,18,"120",2,"MM"
"681",2022-07-27,18,"130",2,"MM"
"682",2022-07-27,18,"130",2,"MM"
"683",2022-07-27,17,"130",2,"MM"
"684",2022-07-27,17,"130",2,"MM"
"685",2022-07-27,17,"150",2,"MM"
"686",2022-07-27,17,"150",2,"MM"
"687",2022-07-27,17,"140",2,"MM"
"688",2022-07-27,17,"140",2,"MM"
"689",2022-07-27,16,"130",2,"MM"
"690",2022-07-27,16,"140",2,"MM"
"691",2022-07-27,16,"150",2,"MM"
"692",2022-07-27,16,"160",2,"MM"
"693",2022-07-27,16,"150",2,"MM"
"694",2022-07-27,16,"170",2,"MM"
"695",2022-07-27,15,"180",3,"MM"
"696",2022-07-27,15,"170",2,"MM"
"697",2022-07-27,15,"170",2,"MM"
"698",2022-07-27,15,"160",2,"MM"
"699",2022-07-27,15,"180",3,"MM"
"700",2022-07-27,15,"180",2,"MM"
"701",2022-07-27,14,"180",2,"MM"
"702",2022-07-27,14,"170",2,"MM"
"703",2022-07-27,14,"180",2,"MM"
"704",2022-07-27,14,"190",2,"MM"
"705",2022-07-27,14,"190",1,"MM"
"706",2022-07-27,14,"180",2,"MM"
"707",2022-07-27,13,"190",2,"MM"
"708",2022-07-27,13,"190",2,"MM"
"709",2022-07-27,13,"180",2,"MM"
"710",2022-07-27,13,"170",2,"MM"
"711",2022-07-27,13,"160",2,"MM"
"712",2022-07-27,13,"160",1,"MM"
"713",2022-07-27,12,"160",1,"MM"
"714",2022-07-27,12,"150",1,"MM"
"715",2022-07-27,12,"170",2,"MM"
"716",2022-07-27,12,"170",2,"MM"
"717",2022-07-27,12,"170",2,"MM"
"718",2022-07-27,12,"170",2,"MM"
"719",2022-07-27,11,"170",2,"MM"
"720",2022-07-27,11,"170",2,"MM"
"721",2022-07-27,11,"170",1,"MM"
"722",2022-07-27,11,"180",1,"MM"
"723",2022-07-27,11,"200",1,"MM"
"724",2022-07-27,11,"200",2,"MM"
"725",2022-07-27,10,"190",2,"MM"
"726",2022-07-27,10,"190",3,"MM"
"727",2022-07-27,10,"180",2,"MM"
"728",2022-07-27,10,"180",3,"MM"
"729",2022-07-27,10,"190",3,"MM"
"730",2022-07-27,10,"190",3,"MM"
"731",2022-07-27,9,"190",2,"MM"
"732",2022-07-27,9,"180",2,"MM"
"733",2022-07-27,9,"190",2,"MM"
"734",2022-07-27,9,"190",2,"MM"
"735",2022-07-27,9,"190",2,"MM"
"736",2022-07-27,9,"190",2,"MM"
"737",2022-07-27,8,"210",3,"MM"
"738",2022-07-27,8,"200",3,"MM"
"739",2022-07-27,8,"190",3,"MM"
"740",2022-07-27,8,"200",3,"MM"
"741",2022-07-27,8,"190",4,"MM"
"742",2022-07-27,8,"190",3,"MM"
"743",2022-07-27,7,"210",4,"MM"
"744",2022-07-27,7,"200",4,"MM"
"745",2022-07-27,7,"200",3,"MM"
"746",2022-07-27,7,"210",4,"MM"
"747",2022-07-27,7,"210",3,"MM"
"748",2022-07-27,7,"200",3,"MM"
"749",2022-07-27,6,"210",4,"MM"
"750",2022-07-27,6,"200",4,"MM"
"751",2022-07-27,6,"200",4,"MM"
"752",2022-07-27,6,"200",4,"MM"
"753",2022-07-27,6,"200",4,"MM"
"754",2022-07-27,6,"200",4,"MM"
"755",2022-07-27,5,"200",4,"MM"
"756",2022-07-27,5,"200",4,"MM"
"757",2022-07-27,5,"200",4,"MM"
"758",2022-07-27,5,"200",4,"MM"
"759",2022-07-27,5,"200",4,"MM"
"760",2022-07-27,5,"200",4,"MM"
"761",2022-07-27,4,"200",4,"MM"
"762",2022-07-27,4,"200",4,"MM"
"763",2022-07-27,4,"200",4,"MM"
"764",2022-07-27,4,"200",3,"MM"
"765",2022-07-27,4,"200",3,"MM"
"766",2022-07-27,4,"210",4,"MM"
"767",2022-07-27,3,"200",4,"MM"
"768",2022-07-27,3,"200",3,"MM"
"769",2022-07-27,3,"200",3,"MM"
"770",2022-07-27,3,"200",3,"MM"
"771",2022-07-27,3,"210",3,"MM"
"772",2022-07-27,3,"200",3,"MM"
"773",2022-07-27,2,"210",3,"MM"
"774",2022-07-27,2,"210",3,"MM"
"775",2022-07-27,2,"210",4,"MM"
"776",2022-07-27,2,"200",3,"MM"
"777",2022-07-27,2,"200",3,"MM"
"778",2022-07-27,2,"200",3,"MM"
"779",2022-07-27,1,"200",4,"MM"
"780",2022-07-27,1,"200",3,"MM"
"781",2022-07-27,1,"200",3,"MM"
"782",2022-07-27,1,"200",3,"MM"
"783",2022-07-27,1,"200",2,"MM"
"784",2022-07-27,1,"200",3,"MM"
"785",2022-07-27,0,"190",3,"MM"
"786",2022-07-27,0,"190",3,"MM"
"787",2022-07-27,0,"180",3,"MM"
"788",2022-07-27,0,"180",3,"MM"
"789",2022-07-27,0,"190",3,"MM"
"790",2022-07-27,0,"190",2,"MM"
